,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,AfterWW2,Age,logPrice,PriceRange
588,1384,1385,50,RL,60.0,9060,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,BrkTil,3.0,3,2.0,3.0,204,1.0,0,356,560,GasA,3,Y,SBrkr,698,560,0,1258,0,0,1,0,2,1,3,6,8,0,0.0,Detchd,1939.0,1.0,1,280,3.0,3.0,2,0,0,0,0,0,0,0.0,4.0,Missing,0,10,2009,WD,Normal,105000,1818,0,1.0,1,1,0,0,1,0,1,0,59,11.561715629139659,Middle
589,1423,1424,80,RL,65.5,19690,2,0.0,2,4,4,CulDSac,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,4,4,CBlock,4.0,3,3.0,1.0,0,1.0,0,697,697,GasA,3,Y,SBrkr,1575,626,0,2201,0,0,2,0,4,1,4,8,8,1,4.0,Attchd,1966.0,1.0,2,432,4.0,4.0,3,586,236,0,0,0,738,4.0,5.0,Missing,0,8,2006,WD,Alloca,274970,2898,236,2.0,1,1,1,1,0,0,1,1,40,12.524417279788773,Middle
590,944,945,20,RL,85.0,14375,2,0.0,2,4,2,CulDSac,3,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3.0,3,1.0,6.0,111,3.0,354,354,819,GasA,4,Y,FuseA,1344,0,0,1344,0,1,1,0,3,1,4,7,8,1,4.0,Basment,1958.0,2.0,2,525,3.0,3.0,3,0,118,0,0,233,0,0.0,0.0,Missing,0,1,2009,COD,Abnorml,137500,2163,351,1.5,1,1,1,0,0,0,1,1,51,11.831379196088765,Middle
591,695,696,20,RL,54.0,13811,2,0.0,2,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4.0,4,1.0,6.0,980,2.0,40,92,1112,GasA,4,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,4,5,8,1,3.0,Attchd,1987.0,1.0,2,551,3.0,3.0,3,125,0,0,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Normal,176000,2249,0,3.0,1,1,0,0,0,0,1,1,19,12.078239274020287,Middle
592,71,72,20,RL,69.0,7599,2,0.0,1,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,565,1.0,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,8,0,0.0,Detchd,1987.0,1.0,2,360,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,129500,1690,0,2.0,1,1,0,0,1,0,1,1,1,11.771436160121727,Middle
593,876,877,20,RL,94.0,25286,2,0.0,1,2,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3.0,3,4.0,5.0,633,1.0,0,431,1064,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,8,0,0.0,Attchd,1963.0,1.0,2,648,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,1,2007,WD,Normal,132250,2104,0,2.0,1,1,0,0,0,0,1,1,44,11.792449349720545,Middle
594,1190,1191,190,RL,73.0,32463,2,0.0,1,1,4,Inside,2,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,3,4,CBlock,3.0,3,3.0,4.0,1159,1.0,0,90,1249,GasA,5,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,3,7,8,1,3.0,2Types,1975.0,3.0,4,1356,3.0,3.0,3,439,0,0,0,0,0,0.0,0.0,Missing,0,3,2007,WD,Normal,168000,2871,0,2.0,1,1,0,0,1,0,1,1,32,12.031719258385394,Middle
595,1365,1366,60,FV,73.5,7500,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,6.0,533,1.0,0,281,814,GasA,5,Y,SBrkr,814,860,0,1674,1,0,2,1,3,1,4,7,8,0,0.0,Attchd,2000.0,2.0,2,663,3.0,3.0,3,0,96,0,0,0,0,0.0,0.0,Missing,0,1,2010,WD,Normal,216000,2488,96,3.5,1,1,1,0,0,0,1,1,10,12.283033686666302,Middle
596,1374,1375,60,FV,85.0,10625,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,1026,1026,GasA,5,Y,SBrkr,1026,932,0,1958,0,0,2,1,3,1,4,9,8,1,4.0,Attchd,2005.0,3.0,3,936,3.0,3.0,3,154,210,0,0,0,0,0.0,0.0,Missing,0,7,2008,WD,Normal,250000,2984,210,2.5,1,1,1,0,0,1,1,1,3,12.429216196844385,Middle
597,1454,1455,20,FV,62.0,7500,2,2.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,6.0,410,1.0,0,811,1221,GasA,5,Y,SBrkr,1221,0,0,1221,1,0,2,0,2,1,4,6,8,0,0.0,Attchd,2004.0,2.0,2,400,3.0,3.0,3,0,113,0,0,0,0,0.0,0.0,Missing,0,10,2009,WD,Normal,185000,2442,113,3.0,1,1,1,0,1,1,1,1,4,12.128111104060464,Middle
598,166,167,20,RL,80.0,10708,2,0.0,2,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3.0,3,1.0,2.0,379,4.0,768,470,1617,GasA,5,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,3,7,8,3,4.0,Attchd,1955.0,3.0,1,303,3.0,3.0,3,476,0,0,0,142,0,0.0,3.0,Missing,0,11,2009,COD,Normal,190000,3484,142,2.0,1,1,1,0,1,0,1,1,16,12.154779351142626,Middle
599,110,111,50,RL,75.0,9525,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,2,1.0,3.0,444,1.0,0,550,994,GasA,4,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,0.0,Attchd,1954.0,1.0,1,325,3.0,3.0,3,182,0,0,0,0,0,0.0,0.0,Missing,0,10,2006,WD,Normal,136900,2849,0,2.0,1,1,0,0,1,0,1,1,34,11.827006011276538,Middle
600,358,359,80,RL,92.0,6930,2,0.0,2,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,3,CBlock,3.0,3,3.0,4.0,300,3.0,294,468,1062,GasA,5,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,0.0,BuiltIn,1958.0,1.0,1,288,3.0,3.0,3,168,0,294,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Abnorml,130000,2414,294,1.5,1,1,1,0,0,0,1,1,48,11.77528972943772,Middle
601,828,829,60,RL,80.0,28698,2,0.0,3,1,4,CulDSac,1,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,PConc,3.0,4,4.0,2.0,249,5.0,764,0,1013,GasA,3,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,3,7,6,0,0.0,Attchd,1967.0,3.0,2,538,3.0,3.0,3,486,0,0,0,225,0,0.0,0.0,Missing,0,6,2009,WD,Abnorml,185000,3139,225,3.0,1,1,1,0,0,0,1,1,42,12.128111104060464,Middle
602,1173,1174,50,RL,138.0,18030,2,0.0,2,3,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,3.0,152,4.0,469,977,1598,GasA,3,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,5,12,4,1,4.0,Missing,0.0,0.0,0,0,0.0,0.0,3,122,0,0,0,0,0,0.0,4.0,Missing,0,3,2007,WD,Normal,200500,4684,0,3.0,1,0,0,0,1,0,1,1,13,12.208569525728759,Middle
603,1287,1288,20,RL,80.0,36500,2,0.0,2,1,4,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3.0,3,3.0,3.0,812,1.0,0,812,1624,GasA,2,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,3,7,8,0,0.0,Attchd,1964.0,1.0,2,390,3.0,3.0,1,168,198,0,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Normal,190000,3206,198,2.5,1,1,1,0,0,0,1,1,42,12.154779351142626,Middle
604,174,175,20,RL,47.0,12416,2,0.0,2,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,3,3,CBlock,4.0,2,1.0,5.0,1398,2.0,208,0,1606,GasA,3,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,3,7,6,1,3.0,Attchd,1986.0,3.0,2,616,3.0,3.0,3,192,0,0,0,0,0,0.0,0.0,Missing,0,11,2008,WD,Normal,184000,3257,0,3.0,1,1,0,0,0,0,1,1,22,12.122691036591124,Middle
605,429,430,20,RL,130.0,11457,2,0.0,2,4,4,Corner,3,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3,2.0,6.0,1005,1.0,0,387,1392,GasA,3,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,4,6,8,1,3.0,Attchd,1988.0,1.0,2,576,3.0,3.0,3,0,0,169,0,0,0,0.0,0.0,Missing,0,3,2009,WD,Normal,175000,2804,169,3.0,1,1,1,0,0,0,1,1,21,12.072541252905653,Middle
606,452,453,60,RL,85.0,9303,2,0.0,2,4,4,Corner,3,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5.0,3,1.0,5.0,742,1.0,0,130,872,GasA,5,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,3,7,8,0,0.0,Attchd,1996.0,3.0,2,422,3.0,3.0,3,144,122,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,204000,2628,122,3.5,1,1,1,0,1,0,1,1,10,12.225875272826354,Middle
607,530,531,80,RL,85.0,10200,2,0.0,1,4,4,Inside,3,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4.0,3,3.0,6.0,783,1.0,0,678,1461,GasA,5,Y,SBrkr,1509,0,0,1509,1,0,2,0,3,1,4,5,8,1,2.0,Attchd,1988.0,2.0,2,600,3.0,3.0,3,224,0,0,0,0,0,0.0,0.0,Missing,0,8,2008,WD,Abnorml,175000,2970,0,3.0,1,1,0,0,1,0,1,1,19,12.072541252905653,Middle
608,588,589,20,RL,65.0,25095,2,0.0,2,1,4,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,4.0,6.0,1324,1.0,0,113,1437,GasA,5,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,5,5,8,2,4.0,Attchd,1968.0,1.0,1,452,3.0,3.0,3,0,48,0,0,60,0,0.0,0.0,Missing,0,6,2009,WD,Partial,143000,2910,108,3.0,1,1,1,0,1,0,0,1,6,11.870599909242046,Middle
609,597,598,120,RL,53.0,3922,2,0.0,1,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,5.0,3,3.0,1.0,0,1.0,0,1258,1258,GasA,5,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,4,7,8,1,4.0,Attchd,2006.0,3.0,3,648,3.0,3.0,3,120,16,0,0,0,0,0.0,0.0,Missing,0,2,2007,New,Partial,194201,2660,16,2.0,1,1,1,0,1,1,0,1,0,12.17664898415669,Middle
610,1452,1453,180,RM,35.0,3675,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3,3,PConc,4.0,3,4.0,6.0,547,1.0,0,0,547,GasA,4,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,3,5,8,0,0.0,Basment,2005.0,3.0,2,525,3.0,3.0,3,0,28,0,0,0,0,0.0,0.0,Missing,0,5,2006,WD,Normal,145000,1619,28,2.0,1,1,1,0,0,1,1,1,1,11.884489021402711,Middle
611,982,983,20,RL,43.0,3182,2,0.0,1,4,4,Inside,3,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,1266,1266,GasA,5,Y,SBrkr,1266,0,0,1266,0,0,2,0,2,1,4,6,8,1,4.0,Attchd,2007.0,3.0,2,388,3.0,3.0,3,100,16,0,0,0,0,0.0,0.0,Missing,0,3,2008,WD,Normal,159895,2532,16,2.0,1,1,1,0,0,1,1,1,1,11.982272628789678,Middle
612,1137,1138,50,RL,54.0,6342,2,0.0,1,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3,1.0,1.0,0,1.0,0,780,780,GasA,4,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,3,6,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,0,176,0,0,0,0.0,0.0,Missing,0,5,2010,WD,Normal,94000,1800,176,1.0,1,0,1,0,1,0,1,0,14,11.451050061252143,Middle
613,1143,1144,20,RL,71.0,9000,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,6.0,288,1.0,0,718,1006,GasA,3,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,3,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,24,0,0,0,0,0.0,0.0,Missing,0,7,2008,WD,Normal,80000,2012,24,1.0,1,0,1,0,0,0,1,1,49,11.289781913656018,Middle
614,1162,1163,20,RL,109.0,8724,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3,1.0,4.0,492,1.0,0,402,894,GasA,4,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,8,1,1.0,Attchd,1968.0,3.0,2,450,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,5,2007,WD,Normal,129000,1788,0,1.0,1,1,0,0,0,0,1,1,39,11.767567683343811,Middle
615,1215,1216,20,RL,99.0,7094,2,0.0,2,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,3.0,180,2.0,374,340,894,GasA,3,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,8,0,0.0,Detchd,1966.0,2.0,1,384,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,5,2007,WD,Normal,125000,1788,0,1.0,1,1,0,0,0,0,1,1,41,11.736069016284436,Middle
616,1221,1222,20,RL,55.0,8250,2,0.0,1,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,250,2.0,492,210,952,GasA,5,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,3,5,8,1,3.0,Attchd,1968.0,1.0,1,322,3.0,3.0,3,0,63,0,0,0,0,0.0,0.0,Missing,0,8,2008,WD,Normal,134000,2163,63,1.0,1,1,1,0,0,0,1,1,40,11.805595078933045,Middle
617,1230,1231,90,RL,71.0,18890,2,0.0,2,4,4,Inside,3,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3,1.0,6.0,498,3.0,211,652,1361,GasA,5,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3,12,8,1,3.0,BuiltIn,1977.0,2.0,2,600,3.0,3.0,1,155,24,145,0,0,0,0.0,0.0,Gar2,8300,8,2007,WD,Normal,190000,3981,169,3.0,1,1,1,0,0,0,1,1,30,12.154779351142626,Middle
618,1272,1273,20,RL,71.0,13526,2,0.0,2,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3.0,3,1.0,4.0,560,2.0,375,0,935,GasA,3,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,3,5,8,0,0.0,Attchd,1965.0,1.0,1,288,3.0,3.0,3,180,0,0,0,0,0,0.0,4.0,Missing,0,11,2006,WD,Normal,137000,1870,0,2.0,1,1,0,0,0,0,1,1,41,11.827736204810266,Middle
619,1383,1384,30,RL,71.0,25339,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3,1.0,1.0,0,1.0,0,816,816,GasA,5,Y,SBrkr,1416,0,0,1416,0,0,2,0,3,1,4,7,8,0,0.0,Attchd,2007.0,1.0,2,576,3.0,3.0,1,0,0,112,0,0,0,0.0,0.0,Missing,0,8,2007,WD,Normal,112000,2232,112,2.0,1,1,1,0,1,0,1,0,0,11.626254150277234,Middle
620,1443,1444,30,RL,52.0,8854,2,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Unf,6,6,1916,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,952,952,Grav,2,N,FuseF,952,0,0,952,0,0,1,0,2,1,2,4,8,1,4.0,Detchd,1916.0,1.0,1,192,2.0,1.0,2,0,98,0,0,40,0,0.0,0.0,Missing,0,5,2009,WD,Normal,121000,1904,138,1.0,1,1,1,0,1,0,1,0,59,11.703545824578876,Middle
621,1414,1415,50,RL,64.0,13053,2,2.0,1,3,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,833,833,GasA,4,Y,SBrkr,1053,795,0,1848,0,0,1,1,4,1,4,8,8,1,4.0,Detchd,1922.0,1.0,2,370,3.0,3.0,1,0,0,0,0,220,0,0.0,0.0,Missing,0,6,2008,WD,Normal,207000,2681,220,1.5,1,1,1,0,1,0,1,0,8,12.240474072247505,Middle
622,1263,1264,70,RL,60.0,13515,2,2.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3,1.0,1.0,0,1.0,0,764,764,GasA,5,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,3,8,8,1,4.0,Detchd,1940.0,1.0,2,520,3.0,3.0,1,0,0,126,0,0,0,0.0,5.0,Missing,0,7,2007,WD,Normal,180500,2588,126,1.0,1,1,1,0,1,0,1,0,57,12.103486056755074,Middle
623,586,587,30,RL,55.0,10267,2,0.0,1,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,4,BrkTil,3.0,4,2.0,3.0,210,5.0,606,0,816,GasA,5,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,2,5,8,0,0.0,Detchd,1961.0,3.0,1,275,3.0,3.0,1,0,0,112,0,0,0,0.0,2.0,Missing,0,5,2008,WD,Normal,130000,1654,112,2.0,1,1,1,0,1,0,1,0,8,11.77528972943772,Middle
624,546,547,50,RL,70.0,8737,2,0.0,2,3,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3,1.0,3.0,300,1.0,0,765,1065,GasA,5,Y,FuseA,915,720,0,1635,0,0,1,1,3,1,3,6,8,1,4.0,Detchd,1950.0,1.0,2,440,3.0,3.0,3,0,38,0,144,0,0,0.0,0.0,Missing,0,5,2007,WD,Normal,210000,2700,182,1.5,1,1,1,0,1,0,1,0,57,12.254862809699604,Middle
625,345,346,50,RL,65.0,6435,2,0.0,1,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,972,972,GasA,4,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,4.0,Detchd,1939.0,1.0,1,312,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,10,2006,WD,Normal,140200,2549,0,1.0,1,1,0,0,1,0,1,0,56,11.850825253582627,Middle
626,328,329,75,RL,52.0,11888,2,2.0,2,3,4,Inside,3,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,844,844,GasA,4,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,4,10,8,0,0.0,Detchd,1930.0,1.0,2,441,3.0,3.0,3,0,60,268,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,214500,2978,328,2.0,1,1,1,0,1,0,1,0,15,12.276065017350211,Middle
627,289,290,70,RL,60.0,8730,2,0.0,1,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,698,698,GasA,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,8,0,0.0,Detchd,2003.0,1.0,1,384,3.0,3.0,3,0,0,0,0,259,0,0.0,0.0,Missing,0,7,2007,WD,Normal,153575,2094,259,1.0,1,1,1,0,1,0,1,0,4,11.941944326032125,Middle
628,277,278,20,RL,140.0,19138,2,0.0,1,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,2.0,120,1.0,0,744,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0.0,Detchd,1951.0,1.0,2,400,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2010,WD,Normal,141000,1728,0,1.0,1,1,0,0,0,0,1,1,59,11.856515169360303,Middle
629,974,975,70,RL,60.0,11414,2,0.0,2,4,4,Corner,3,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,BrkTil,4.0,3,1.0,1.0,0,1.0,0,728,728,GasA,3,N,SBrkr,1136,883,0,2019,0,0,1,0,3,1,4,8,8,0,0.0,Detchd,1997.0,1.0,2,532,3.0,3.0,3,509,135,0,0,0,0,0.0,5.0,Missing,0,10,2009,WD,Normal,167500,2747,135,1.0,1,1,1,0,1,0,1,0,16,12.028738630247256,Middle
630,497,498,50,RL,60.0,9120,2,2.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3.0,3,1.0,3.0,329,1.0,0,697,1026,GasA,5,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,3,8,8,0,0.0,Detchd,1925.0,1.0,1,240,3.0,3.0,1,0,100,0,0,0,0,0.0,5.0,Missing,0,6,2008,WD,Normal,184000,2846,100,3.0,1,1,1,0,1,0,1,0,58,12.122691036591124,Middle
631,275,276,50,RL,55.0,7264,2,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3,1.0,1.0,0,1.0,0,952,952,GasW,4,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,8,0,0.0,Detchd,1978.0,1.0,2,672,3.0,3.0,3,74,0,0,0,144,0,0.0,0.0,Missing,0,10,2009,WD,Normal,205000,2500,144,2.5,1,1,1,0,1,0,1,0,2,12.230765258120543,Middle
632,1360,1361,70,RL,51.0,9842,2,0.0,1,4,4,Inside,3,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,BrkTil,3.0,2,1.0,1.0,0,1.0,0,612,612,GasA,5,Y,SBrkr,990,1611,0,2601,0,0,3,1,4,1,3,8,8,0,0.0,BuiltIn,1998.0,2.0,2,621,3.0,3.0,3,183,0,301,0,0,0,0.0,0.0,Missing,0,5,2008,WD,Normal,189000,3213,301,3.5,1,1,1,0,1,0,1,0,10,12.14950229404178,Middle
