,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFloorSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,AfterWW2
852,853,75,RL,53.0,7128,2,0.0,1,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3,1.0,3.0,364,1.0,0,554,918,GasA,4,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,3,7,8,2,4.0,Detchd,1941.0,1.0,1,240,3.0,3.0,3,0,0,0,0,126,0,0.0,4.0,Missing,0,8,2007,WD,Normal,164000,2564,1646,126,2.0,1,1,1,0,1,0,1,0
853,854,80,RL,73.0,12095,2,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3.0,3,4.0,3.0,564,1.0,0,563,1127,GasA,3,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,7,8,1,2.0,Attchd,1964.0,2.0,2,645,3.0,3.0,3,180,0,0,0,0,0,0.0,4.0,Missing,0,8,2009,WD,Normal,158000,2572,1445,0,1.5,1,1,0,0,0,0,1,1
854,855,20,RL,102.0,17920,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3.0,3,2.0,5.0,306,3.0,1085,372,1763,GasA,3,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,8,1,4.0,Attchd,1955.0,1.0,2,454,3.0,3.0,3,0,418,0,0,312,0,0.0,0.0,Missing,0,7,2006,WD,Abnorml,170000,3542,1779,730,2.5,1,1,1,0,1,0,1,1
855,856,20,RL,71.0,6897,2,0.0,2,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3,1.0,5.0,659,1.0,0,381,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,8,0,0.0,Detchd,1962.0,1.0,1,260,3.0,3.0,3,0,104,0,0,0,0,0.0,0.0,Missing,0,4,2010,WD,Normal,127000,2080,1040,104,2.5,1,1,1,0,1,0,1,1
856,857,80,RL,70.0,10970,2,0.0,2,1,4,Inside,2,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4.0,4,4.0,6.0,505,2.0,435,0,940,GasA,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,8,0,0.0,Detchd,1981.0,1.0,2,576,3.0,2.0,3,0,0,34,0,0,0,0.0,4.0,Missing,0,10,2008,WD,Normal,147000,1966,1026,34,2.0,1,1,1,0,0,0,1,1
857,858,60,RL,65.0,8125,2,0.0,1,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3,1.0,1.0,0,1.0,0,702,702,GasA,4,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,8,1,3.0,Attchd,1994.0,3.0,2,343,3.0,3.0,3,0,36,0,0,0,0,0.0,0.0,Missing,0,3,2009,WD,Normal,174000,2183,1481,36,2.5,1,1,1,0,1,0,1,1
858,859,20,RL,80.0,10400,2,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4.0,3,1.0,1.0,0,1.0,0,1090,1090,GasA,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,8,1,3.0,Attchd,1976.0,2.0,2,479,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,6,2009,WD,Family,152000,2460,1370,0,2.0,1,1,0,0,0,0,1,1
859,860,60,RL,80.0,11029,2,0.0,2,4,4,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3.0,3,2.0,4.0,619,1.0,0,435,1054,GasA,3,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,8,1,4.0,Attchd,1968.0,1.0,2,619,3.0,3.0,3,0,65,0,0,222,0,0.0,0.0,Missing,0,8,2006,WD,Normal,250000,3708,2654,287,3.5,1,1,1,0,1,0,1,1
860,861,50,RL,55.0,7642,2,0.0,1,4,4,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,912,912,GasA,4,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,7,8,1,4.0,Detchd,1925.0,1.0,1,216,3.0,3.0,3,0,240,0,0,0,0,0.0,5.0,Missing,0,6,2007,WD,Normal,189950,2338,1426,240,1.5,1,1,1,0,1,0,1,0
861,862,190,RL,75.0,11625,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,3.0,3,2.0,4.0,841,1.0,0,198,1039,GasA,5,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,8,0,0.0,Attchd,1965.0,1.0,2,504,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,4,2010,WD,Normal,131500,2078,1039,0,2.5,1,1,0,0,0,0,1,1
862,863,20,RL,81.0,9672,2,0.0,1,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3,1.0,6.0,338,1.0,0,702,1040,GasA,3,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,0.0,Attchd,1986.0,1.0,2,480,3.0,3.0,3,0,0,0,0,0,0,0.0,5.0,Missing,0,5,2010,WD,Normal,152000,2137,1097,0,2.0,1,1,0,0,1,0,1,1
863,864,20,RL,70.0,7931,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,1148,1.0,0,0,1148,GasA,3,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1959.0,1.0,1,672,3.0,3.0,3,0,0,0,0,0,0,0.0,5.0,Missing,0,7,2009,WD,Normal,132500,2296,1148,0,2.0,1,1,0,0,0,0,1,1
864,865,20,FV,72.0,8640,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3,1.0,1.0,0,1.0,0,1372,1372,GasA,5,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,6,8,0,0.0,Attchd,2008.0,3.0,2,529,3.0,3.0,3,0,140,0,0,0,0,0.0,0.0,Missing,0,5,2008,New,Partial,250580,2744,1372,140,2.0,1,1,1,0,1,1,0,1
865,866,20,RL,73.0,8750,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3.0,3,1.0,4.0,828,1.0,0,174,1002,GasA,3,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,8,0,0.0,Detchd,1973.0,1.0,2,902,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,8,2009,WD,Normal,148500,2004,1002,0,2.0,1,1,0,0,0,0,1,1
866,867,20,RL,67.0,10656,2,0.0,2,2,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,1638,1638,GasA,5,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,6,8,1,4.0,Attchd,2007.0,2.0,3,870,3.0,3.0,3,192,80,0,0,0,0,0.0,0.0,Missing,0,11,2007,New,Partial,248900,3284,1646,80,2.0,1,1,1,0,1,1,0,1
867,868,20,RL,85.0,6970,2,0.0,1,4,4,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,932,1.0,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,8,0,0.0,Attchd,1961.0,2.0,2,544,3.0,3.0,3,168,0,0,0,0,0,0.0,0.0,Shed,400,5,2007,WD,Normal,129000,2160,1120,0,2.5,1,1,0,0,0,0,1,1
868,869,60,RL,65.0,14762,2,0.0,3,4,4,Corner,3,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,4,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,8,1,3.0,Attchd,1979.0,1.0,2,672,3.0,3.0,2,120,144,0,0,0,0,0.0,0.0,Missing,0,5,2006,WD,Normal,169000,2320,2267,144,2.0,0,1,1,0,1,0,1,1
869,870,60,RL,80.0,9938,2,0.0,1,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3,1.0,6.0,750,1.0,0,300,1050,GasA,5,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,8,8,1,3.0,Attchd,1993.0,3.0,2,574,3.0,3.0,3,156,90,0,0,0,0,0.0,5.0,Missing,0,6,2010,WD,Normal,236000,2999,1949,90,3.5,1,1,1,0,1,0,1,1
870,871,20,RL,60.0,6600,2,0.0,1,4,4,Inside,3,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,894,894,GasA,4,N,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,8,0,0.0,Detchd,1962.0,1.0,1,308,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,8,2009,WD,Normal,109500,1788,894,0,1.0,1,1,0,0,0,0,1,1
871,872,60,RL,70.0,8750,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4.0,3,1.0,6.0,505,1.0,0,299,804,GasA,5,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,7,8,0,0.0,Attchd,1998.0,2.0,2,523,3.0,3.0,3,0,77,0,0,0,0,0.0,0.0,Missing,0,6,2010,WD,Normal,200500,2486,1682,77,2.5,1,1,1,0,0,0,1,1
872,873,20,RL,74.0,8892,2,0.0,1,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3.0,3,3.0,1.0,0,1.0,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,8,0,0.0,Attchd,1953.0,1.0,2,414,3.0,3.0,3,196,0,150,0,0,0,0.0,3.0,Missing,0,10,2008,WD,Normal,116000,1015,910,150,1.0,1,1,1,0,1,0,1,1
873,874,40,RL,60.0,12144,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3.0,3,1.0,3.0,375,1.0,0,457,832,GasA,4,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,8,1,4.0,Attchd,1949.0,1.0,1,288,3.0,3.0,3,0,28,0,0,0,0,0.0,0.0,Othr,0,9,2009,WD,Normal,133000,2100,1036,28,1.0,1,1,1,0,1,0,1,1
874,875,50,RM,52.0,5720,2,0.0,1,4,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,676,676,GasA,5,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,8,0,0.0,Detchd,1941.0,1.0,1,200,3.0,3.0,3,26,0,0,0,0,0,0.0,0.0,Missing,0,8,2009,WD,Abnorml,66500,1807,1131,0,1.5,1,1,0,0,1,0,1,0
875,876,60,FV,75.0,9000,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3,3.0,6.0,64,1.0,0,1120,1184,GasA,5,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,11,8,1,4.0,BuiltIn,2007.0,3.0,2,550,3.0,3.0,3,208,364,0,0,0,0,0.0,0.0,Missing,0,8,2007,New,Partial,303477,3794,2610,364,2.5,1,1,1,0,0,1,0,1
876,877,20,RL,94.0,25286,2,0.0,1,2,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3.0,3,4.0,5.0,633,1.0,0,431,1064,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,8,0,0.0,Attchd,1963.0,1.0,2,648,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,1,2007,WD,Normal,132250,2104,1040,0,2.0,1,1,0,0,0,0,1,1
877,878,60,RL,74.0,8834,2,0.0,1,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5.0,3,1.0,6.0,1170,1.0,0,292,1462,GasA,5,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,10,8,1,4.0,Attchd,2004.0,3.0,3,738,3.0,3.0,3,184,0,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Normal,350000,3686,2224,0,3.5,1,1,0,0,1,1,1,1
878,879,85,RL,88.0,11782,2,0.0,2,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,3.0,5.0,899,1.0,0,210,1109,GasA,3,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,4,6,6,0,0.0,Detchd,1987.0,1.0,2,576,3.0,3.0,3,192,0,0,0,0,0,0.0,4.0,Shed,400,6,2010,WD,Normal,148000,2264,1155,0,2.0,1,1,0,0,1,0,1,1
879,880,20,RL,70.0,7000,2,0.0,2,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3.0,3,1.0,5.0,646,1.0,0,218,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1978.0,1.0,1,336,3.0,3.0,3,0,0,0,0,0,0,0.0,3.0,Missing,0,7,2009,WD,Normal,136500,1728,864,0,2.0,1,1,0,0,1,0,1,1
880,881,20,RL,60.0,7024,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,4,1.0,5.0,980,1.0,0,110,1090,GasA,4,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,8,0,0.0,Attchd,2005.0,3.0,2,450,3.0,3.0,3,0,49,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,157000,2180,1090,49,2.5,1,1,1,0,1,1,1,1
881,882,50,RL,44.0,13758,2,0.0,2,4,4,CulDSac,3,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4.0,3,2.0,2.0,902,1.0,0,254,1156,GasA,5,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,4,7,8,1,3.0,Attchd,1990.0,2.0,2,400,3.0,3.0,3,168,36,0,0,0,0,0.0,0.0,Missing,0,4,2007,WD,Normal,187500,2873,1717,36,2.5,1,1,1,0,1,0,1,1
882,883,60,RL,65.0,9636,2,0.0,2,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3,1.0,1.0,0,1.0,0,808,808,GasA,4,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,8,1,3.0,BuiltIn,1993.0,2.0,2,389,3.0,3.0,3,342,40,0,0,0,0,0.0,4.0,Missing,0,12,2009,WD,Normal,178000,2401,1593,40,2.5,1,1,1,0,1,0,1,1
883,884,75,RL,60.0,6204,2,0.0,1,3,4,Inside,3,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,2,1.0,1.0,0,1.0,0,795,795,GasA,3,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,10,8,0,0.0,Detchd,1997.0,1.0,1,440,3.0,4.0,3,0,188,0,0,0,0,0.0,0.0,Missing,0,3,2006,WD,Normal,118500,3025,1749,188,2.0,1,1,1,0,1,0,1,0
884,885,20,RL,65.0,7150,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3.0,3,1.0,4.0,432,1.0,0,460,892,GasA,3,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,8,0,0.0,Attchd,1967.0,2.0,1,288,3.0,3.0,3,0,0,0,0,0,0,0.0,3.0,Missing,0,7,2009,WD,Normal,100000,1784,892,0,1.0,1,1,0,0,0,0,1,1
885,886,120,FV,50.0,5119,2,0.0,2,4,4,CulDSac,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5.0,3,3.0,6.0,1238,1.0,0,460,1698,GasA,5,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,4,5,8,1,3.0,Attchd,1999.0,3.0,2,506,3.0,3.0,3,97,65,0,0,0,0,0.0,0.0,Missing,0,1,2008,CWD,Abnorml,328900,3407,1709,65,3.0,1,1,1,0,1,0,1,1
886,887,90,RL,70.0,8393,2,0.0,1,4,4,Corner,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3.0,3,1.0,2.0,528,1.0,0,1098,1626,GasA,5,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,8,0,0.0,Attchd,2005.0,3.0,2,588,3.0,3.0,3,272,54,0,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Family,145000,3338,1712,54,2.0,1,1,1,0,1,0,1,1
887,888,50,RL,59.0,16466,2,0.0,2,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3,1.0,1.0,0,1.0,0,816,816,GasA,3,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,8,0,0.0,Attchd,1955.0,1.0,1,300,3.0,3.0,3,121,0,0,0,265,0,0.0,0.0,Missing,0,4,2008,WD,Normal,135500,2209,1393,265,1.5,1,1,1,0,0,0,1,1
888,889,20,RL,95.0,15865,2,0.0,2,4,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3.0,4,4.0,5.0,351,3.0,823,1043,2217,GasA,5,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,4,8,8,1,3.0,Attchd,1970.0,1.0,2,621,3.0,3.0,3,81,207,0,0,224,0,0.0,0.0,Missing,0,10,2007,WD,Normal,268000,4434,2217,431,3.0,1,1,1,0,0,0,1,1
889,890,20,RL,128.0,12160,2,0.0,1,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3.0,3,1.0,4.0,1024,1.0,0,481,1505,GasA,5,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,8,1,3.0,Attchd,1953.0,2.0,2,505,3.0,3.0,3,0,0,0,162,0,0,0.0,0.0,Missing,0,2,2009,WD,Normal,149500,3010,1505,162,2.0,1,1,1,0,0,0,1,1
890,891,50,RL,60.0,8064,2,0.0,1,4,4,Corner,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3,2.0,1.0,0,1.0,0,672,672,GasA,5,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,3,6,8,1,1.0,Detchd,2003.0,1.0,2,576,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Shed,2000,7,2007,WD,Normal,122900,1596,924,0,1.0,1,1,0,0,1,0,1,1
891,892,60,RL,70.0,11184,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3.0,3,1.0,2.0,226,3.0,500,192,918,GasA,4,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,7,8,1,3.0,Attchd,1978.0,2.0,2,440,3.0,3.0,3,243,0,0,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,172500,2601,1683,0,2.5,1,1,0,0,0,0,1,1
892,893,20,RL,70.0,8414,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,6.0,663,1.0,0,396,1059,GasA,3,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,6,8,0,0.0,Attchd,1963.0,2.0,1,264,3.0,3.0,3,192,0,0,0,0,0,0.0,4.0,Missing,0,2,2006,WD,Normal,154500,2127,1068,0,1.5,1,1,0,0,1,0,1,1
893,894,20,RL,71.0,13284,2,0.0,1,4,4,Inside,3,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,4.0,3,2.0,4.0,1064,1.0,0,319,1383,GasA,3,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,6,8,1,4.0,Attchd,1954.0,1.0,1,354,3.0,3.0,3,511,116,0,0,0,0,0.0,5.0,Missing,0,6,2008,WD,Normal,165000,2766,1383,116,2.0,1,1,1,0,0,0,1,1
894,895,90,RL,64.0,7018,2,0.0,1,3,4,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0.0,Attchd,1979.0,1.0,2,400,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Alloca,118858,1535,1535,0,2.0,0,1,0,0,0,0,1,1
895,896,60,RL,71.0,7056,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,3,CBlock,3.0,3,1.0,4.0,400,1.0,0,380,780,GasA,3,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,8,1,3.0,Attchd,1963.0,2.0,2,483,3.0,3.0,3,0,50,0,0,0,0,0.0,0.0,Missing,0,10,2008,WD,Normal,140000,2576,1796,50,2.5,1,1,1,0,0,0,1,1
896,897,30,RM,50.0,8765,2,1.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,1.0,5.0,285,1.0,0,666,951,GasA,5,N,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,8,0,0.0,Detchd,1936.0,1.0,1,327,3.0,3.0,3,0,28,0,0,0,0,0.0,0.0,Missing,0,4,2006,WD,Abnorml,106500,1902,951,28,1.0,1,1,1,0,1,0,1,0
897,898,90,RL,64.0,7018,2,0.0,1,4,4,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,3,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,3,12,8,0,0.0,Detchd,1979.0,1.0,2,528,3.0,3.0,3,154,0,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Alloca,142953,2240,2240,0,2.0,0,1,0,0,0,0,1,1
898,899,20,RL,100.0,12919,2,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5.0,3,4.0,6.0,2188,1.0,0,142,2330,GasA,5,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,5,11,8,2,4.0,Attchd,2009.0,3.0,3,820,3.0,3.0,3,0,67,0,0,0,0,0.0,0.0,Missing,0,3,2010,New,Partial,611657,4694,2364,67,3.5,1,1,1,0,1,1,0,1
899,900,20,RL,65.0,6993,2,0.0,1,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,465,1.0,0,447,912,GasA,3,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,8,1,3.0,Attchd,1961.0,1.0,1,288,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Normal,135000,2148,1236,0,1.0,1,1,0,0,1,0,1,1
